ID,trend,deviation,forecast
361,Growth,4,"[5.002159616596317, 2.2602874474018586, 6.806220039920772, 1.4039607983874633, 7.757218915787595, 5.53902627860912, 2.955410555678087, 9.36938410764519, 7.480761268099312, 8.222060472119535, 9.212312447907166, 8.460211207685006, 10.006844855335288, 8.225500448529143, 8.990522494131563, 6.567531481910555, 3.702060349685863, 7.937791529053879, 8.731758911668788, 3.159043854908898, 3.165388735408186, 3.734986384169784, 7.582839902746867, 6.923315012048041, 5.848566725888117, 3.8474661537705916, 8.744218157054338, 3.934861557004062, 5.773312469063599, 4.605511573400643, 6.906981371866177, 8.462335180902341, 6.761003471198213, 11.291765728134736, 4.5397159932340365, 10.180781966302737, 4.617881006751578, 9.013734099250367, 9.779585355172971, 7.607238321370533, 7.252309353345398, 10.015252684644958, 6.873957332924032, 12.347535395454267, 7.072707744044699, 11.785439127173678, 11.751466640768555, 10.665232007164622, 9.154695400252148, 11.125880332803654, 6.214059502303536, 10.811844232002485, 12.306868484075746, 8.338312134707282, 9.731720141392517, 13.7953637731728, 10.495819531334133, 14.164140835663629, 12.918335337159613, 14.51019721434208, 11.833956151719864, 9.822804085482389, 12.619133840669754, 9.893683615442336, 7.391070591494101, 12.825595810957914, 9.127387363848586, 8.599861430221438, 12.940146109971804, 13.321137330967671, 8.878728266097124, 12.065005161578249, 13.463243643645088, 14.83112986793198, 15.831439318665677, 12.595033102332234, 10.956472162263657, 8.964520117649084, 10.928837933256881, 16.167163891754655, 16.523378986631478, 10.556168280097797, 15.221271880676936, 16.059536081060344, 15.65274788314123, 12.592562664400093, 12.145527091780567, 16.005735037545367, 15.33633034716046, 15.021831042845527, 15.816698425664109, 12.408826662424186, 14.859080224421183, 17.909170905959392, 10.658143228185532, 12.15719567385173, 15.302856438771437, 15.541471807806722, 15.650657597906267, 11.304047523459912, 11.264024573935625, 13.15139706555891, 16.05779031717525, 11.77065941759241]"
362,Growth,4,"[5.477763400522179, 7.085173492717426, 2.534873211955599, 5.936217228575621, 5.1047292322077755, 9.234183504442317, 6.732775514977632, 2.544090281269261, 4.417787160619606, 7.965333647981678, 8.082061942611372, 2.29174319789061, 4.929700686351314, 5.29909970473513, 6.534689751498714, 8.57813044980122, 5.032544262392087, 8.927310082333156, 7.488192182696935, 5.963925526203001, 6.708096197288738, 9.680415081058094, 7.317500861990663, 7.719501087963344, 6.9234841550266575, 4.97339927644396, 11.291306943713916, 11.496401729734059, 10.22201714730744, 4.002571674398779, 10.128528471928682, 9.693043360920267, 10.331069890427962, 11.241600599557918, 10.521000324820479, 9.2999304291295, 9.438736046779276, 9.005244571905758, 8.595224479899242, 11.617270584910516, 5.173465143253798, 9.95903140907101, 13.027390185571077, 9.975615802780144, 10.252661672855353, 11.426676498881159, 6.398384697383355, 9.969747585406141, 13.49839134993991, 10.265814193803056, 12.99766611394039, 7.433657436054883, 8.379704133074753, 13.450967132011758, 6.728151128727962, 9.008537628317566, 13.551720181566075, 10.245164102890804, 13.59552927447306, 7.529652460230302, 14.423234918688616, 14.465749198119402, 11.329850080838016, 11.082552767637386, 9.142054993041599, 8.111441901565527, 7.616909090072527, 14.240119651272853, 14.09273784262303, 11.584634639288288, 14.879729812732396, 8.167587429671311, 13.790369186020623, 8.793758753728389, 15.92418320209862, 12.188656703859031, 15.828231050004938, 11.552875884642805, 11.312655857187945, 13.277152839060824, 15.287372045864483, 10.8413427567076, 13.414173435819682, 14.283328627455123, 12.565364810514067, 15.199816665713819, 13.285614321505134, 14.00392797813082, 17.335696740345945, 13.18708704017713, 10.489433881185732, 10.836287085517556, 16.47959761309919, 11.880094989546414, 10.640484988328375, 11.221604736763004, 15.133162613274255, 13.773521683236433, 12.053201374352602, 14.776896509278586, 13.898281616628141, 18.67214367306375, 13.153049651625706, 17.228391924843663]"
363,Growth,4,"[6.4665479600198, 1.925920990639793, 2.794758531653324, 1.7882479614396685, 5.821166629847285, 2.477174366760172, 9.5898625938942, 5.09470517907755, 3.0291668690804867, 6.487413143508034, 6.046840635840554, 8.868105847881072, 4.3695170256382365, 6.129538552291955, 8.49145358979017, 5.458462792894389, 6.413109364364101, 6.970994569536671, 3.734851246660705, 5.25567281408051, 5.105031458216011, 7.683286663355781, 4.2101002509298695, 8.625554024227958, 6.418039604763444, 10.102472483172768, 7.360275374317177, 10.094696859580274, 10.610636320795368, 4.956853738632929, 6.001978431709013, 6.54683530847498, 10.578624563389264, 6.451912232306547, 10.308649199473367, 5.711227140627059, 8.229815914764547, 11.49286700435025, 8.601954541510189, 10.605987714672528, 9.881486891609754, 7.014733439100709, 5.651204452695243, 9.05168089621778, 13.2512445796232, 7.329766678319796, 13.220567773093075, 8.597902412673935, 12.447203958793532, 7.669489194789966, 10.566175857735674, 7.44015412482635, 11.99616132723341, 7.038916008828847, 9.182824757290502, 12.2628604096792, 8.280954709111668, 14.203204208462852, 12.364348062008943, 12.635485246063363, 14.63673954412137, 13.295012090322805, 7.123846196620141, 12.339481092809125, 11.978361156007457, 8.088995993611471, 9.795637940819258, 15.381406776400661, 14.550669381212968, 11.13051672885556, 7.899867477058104, 13.703153473679468, 8.923741417913565, 12.440125335628169, 12.010170786475033, 11.191069072671871, 9.702534616670606, 16.367550165292876, 9.689266623952387, 16.131447809937683, 11.108745340417643, 13.731083652035498, 11.18215018838747, 16.823928770989014, 11.183466522799819, 10.321353210876323, 9.505415339368035, 9.972649874041043, 14.047939302761447, 15.734559115168768, 13.511436167002595, 9.895252437478518, 10.10590540050113, 17.088175850396617, 13.753042973000975, 16.454302344578704, 11.333015651732909, 10.966374867130599, 12.833897157141097, 18.5471599703141, 18.66202165739808, 13.243532316097658, 18.453528305051883, 16.22978436270559]"
364,Growth,4,"[8.094539038670575, 6.916236276371383, 3.547563881507708, 8.448294071220161, 7.0754879701991396, 6.718857340549732, 6.323364646950939, 9.409078977893223, 2.9775392123880957, 9.235984198688127, 4.124051135915912, 6.231544012473937, 4.871176042833357, 7.405563508990396, 8.998795580446394, 5.775828179108032, 9.951406596174202, 6.895350864833132, 6.071881681469451, 9.881258528861704, 8.079182627970937, 9.085274994315153, 5.860125446889727, 4.71250015047046, 11.03764434698218, 6.742708923483002, 11.460587721929578, 9.381175773567852, 5.299729105259395, 8.019697523289182, 9.02467536188466, 4.51970776667636, 8.04680435274906, 6.037876155169606, 10.072853609708504, 6.782396142818131, 8.206023375710059, 5.361732356982756, 7.431604717741138, 9.746797243328903, 10.7983232526969, 12.043748221681653, 12.965945022458143, 8.951686613526574, 7.23441345099277, 12.844268003366883, 6.482931722382503, 9.897079161111046, 13.084531711115726, 6.7492898972467135, 10.78609017688389, 10.492227604753035, 9.39558501980916, 7.2771100270351425, 9.836413973693885, 13.090983154115897, 8.101389417967683, 12.327902338032116, 13.056522953136586, 11.47413085731258, 10.965639719310444, 7.8008827111071, 10.933136379581088, 14.40329404223427, 14.116757995666612, 8.169478993477123, 15.316213111737376, 12.181712976418087, 11.775701548599852, 14.46924004234145, 13.013517961134196, 10.924192370391768, 12.37164808007251, 9.003262254884142, 12.99918321091593, 15.468971742737198, 13.563105377793354, 8.809307624344541, 12.942921630151268, 12.669815840368972, 12.916912034476022, 11.735567429051041, 14.494699951129371, 12.678181810951099, 13.58647059641944, 12.127430666575155, 13.632554535640006, 12.037407392160302, 15.902566837503496, 13.17837758815663, 17.138517174126925, 10.436274564353491, 13.228651321246826, 16.718317083886728, 12.41231398218395, 15.284786361557348, 18.21519023771053, 17.131421008599986, 12.199169973394909, 18.250151336248976, 11.180822391546418, 16.67127464418392, 18.255756791715168, 11.911478480039017]"
365,Growth,4,"[6.282871995531642, 3.314200203980044, 4.430389632962271, 7.1331744919735, 2.6214801799038163, 2.38591898596726, 4.5664007556779715, 5.931501533701857, 7.275255578357171, 9.36818917055547, 5.771588987596679, 5.078627306390811, 8.64481435161394, 3.566054458267579, 8.332138119273877, 7.869387734596945, 5.072511082458695, 9.822629720411927, 5.9445906906746835, 4.981727269316732, 7.408907692752544, 4.5068101481049725, 6.474073388881594, 4.820192693914613, 6.197013506442226, 7.3778857127927076, 11.433489871096388, 8.834622184170298, 5.67771956376944, 7.030140257478577, 5.743277889676035, 6.024761900641392, 4.790472240061844, 10.601350952126095, 5.083109226345261, 11.349320826391109, 7.9972887051668184, 9.079182113990546, 10.126941312026077, 9.015140817789678, 5.198339943656645, 6.617707025998966, 7.362249647999176, 12.395042826263253, 8.431775312652894, 9.1802099380522, 13.426590000753063, 9.701375337830026, 10.535225995866945, 8.511228804490628, 10.85906863824654, 11.315427929666095, 8.614860436696896, 7.613081555597162, 9.031129967695309, 13.50313141611829, 8.025456519645125, 8.907397612741812, 9.54966137700405, 14.351645242007514, 8.672755647550542, 11.10844703857213, 11.078139116419788, 8.94913940899582, 13.672215166629083, 8.687019531279228, 12.206218547094972, 12.621962160015185, 9.66815631349416, 11.887755696272068, 11.414023505966023, 9.795268014205906, 13.709675104998649, 8.257628438609936, 14.410011529662137, 12.607967110866046, 11.643728044142904, 13.70558013332764, 8.727493570589562, 8.739047839727638, 14.412981653873095, 10.451973637013896, 14.1247200523864, 11.474937630810706, 13.575983136748457, 16.705067373039785, 16.145543062113664, 10.048397439576231, 14.004249422818045, 10.33106125747899, 16.468627675195563, 13.2594067890931, 11.001182756641, 15.444151266862642, 12.413830853367323, 14.138701443900969, 11.460493240496566, 18.345193456714625, 17.79357034943203, 18.444980932402682, 13.207843119064236, 10.929840630357923, 11.772805065593538, 16.815199148281017]"
366,Growth,4,"[7.532693336613202, 4.060219100886253, 5.130710161988905, 8.91586417638963, 5.878261853878092, 1.8764072822309643, 2.950501243875488, 2.904601286386683, 4.157049638683348, 3.521109797897603, 2.1466525562171688, 9.767111744899804, 4.460987073297797, 4.332047077426309, 5.1955387100992265, 7.550862095612594, 8.562978706296988, 8.739560468814343, 3.4595269234105945, 5.611513613333059, 3.462083853276935, 8.535958565218142, 3.7783428206167358, 8.523040440040937, 7.638562992371642, 5.315411909029743, 10.326522353216674, 11.54663411634489, 8.005282049817087, 7.564837687593179, 8.341141388293755, 10.246962974030192, 9.336111132000969, 8.312371018647184, 8.741377331477553, 11.536695174180693, 9.795776574931084, 11.53957890393864, 12.400536332470194, 8.663325020858089, 10.871313666882832, 6.313730883794445, 5.403754223323784, 11.058690987321679, 10.371529718136076, 10.651924887802991, 6.468523838889718, 10.625947185574322, 7.291524532714131, 13.243470220824907, 12.188125263081274, 10.56537701671177, 13.934588217934786, 10.31332806106612, 13.618401654932143, 11.96399384082836, 9.785615555028405, 10.318116525669083, 12.814806707347163, 10.891902416003916, 8.317527041649884, 12.343657747124437, 7.058821758269648, 11.777477620694546, 12.34727839980949, 14.770252662001422, 7.863218496697403, 8.298950233404561, 14.561343710122836, 15.156477011324666, 11.506518410347438, 13.04360734831919, 8.888262570074025, 12.351088795178892, 11.29646433128696, 11.973991247511963, 11.258501067393928, 9.081908277091848, 11.022483342506924, 14.688632304744347, 12.72075333995049, 12.826301884611922, 15.850152335169458, 12.19574075944398, 14.46211804773204, 10.405283035080894, 10.599668094232259, 12.55343805039852, 15.23942597549686, 15.775023831859288, 13.480487836694888, 15.735709479827838, 11.196906336415378, 15.36842874556791, 17.54533729215435, 16.355342964508004, 14.971360389348426, 14.10661020322958, 17.89052639043921, 11.598823560084593, 15.919614133098955, 18.514221674742696, 11.206922560807792, 16.612210974260673]"
367,Growth,4,"[5.676436851202854, 5.610391511942933, 9.064528334058965, 8.576461840277073, 7.73357880026958, 2.593424384280171, 6.549979217716919, 3.332072858107896, 2.6167009210594445, 2.6831686361069274, 2.8605991085020976, 7.560998170217002, 9.49232526168172, 3.6661034446881464, 9.935327025165844, 3.5872956544612222, 2.7738528691193673, 8.621929957069664, 9.646146914422735, 6.591571575963179, 9.757679702793158, 4.375130670215774, 7.791340293448432, 10.544751689443112, 10.645769057244788, 5.367634142683624, 11.226313219592168, 3.743087655075552, 9.67283071300488, 8.538420363075051, 11.103292700132135, 4.432507431722303, 11.14217229756071, 11.95432729960963, 8.057300679986554, 5.215214558914644, 12.137010786286472, 6.963723822256297, 10.240419337691609, 8.898391386659618, 10.49919792110466, 12.289696145800404, 10.8019885556132, 12.683247328038497, 6.332470063139798, 7.526238682217301, 11.575906091215751, 10.003830469588769, 11.533255056981393, 9.366564745414781, 7.350516091322239, 13.777578055827886, 7.357626180906259, 10.603420163675334, 10.626149364938287, 10.154140540257814, 6.899764624005906, 8.006968447764633, 9.073073258786541, 9.45681911354164, 11.882270191289459, 13.105897359911667, 13.883173181908903, 14.086440514324533, 9.562886662439116, 10.98387270376389, 10.295353852000147, 11.56036862676266, 9.677029746725799, 9.650457055515647, 10.563840831499204, 14.61223002081923, 9.75724284857483, 12.599240694476597, 14.519904617825645, 11.733803554121543, 14.911265502050432, 9.934540622183231, 12.834690324591259, 16.07214683489161, 10.912957064415085, 15.438557366062575, 15.821256565455604, 13.910789296829162, 14.920078798960292, 15.556921132335106, 16.35455482089046, 14.602560693263538, 15.672861899912254, 15.628818490831282, 14.942636724955124, 17.276350069758752, 16.15612061289456, 14.610431288960479, 11.0908125791893, 18.053708265487877, 12.618537064697371, 15.61215286465971, 15.83183804754929, 12.397074663499927, 11.311377523677955, 11.627828500814667, 11.648656009427887, 12.688749648218765]"
368,Growth,4,"[5.2420123951751245, 3.0866989402146325, 5.762928199460335, 2.2723479098086257, 5.523140377125973, 5.2138532785466545, 9.662446115224952, 2.147573486691405, 5.359103672749479, 6.251050750458967, 2.4608036069715924, 2.730172896220723, 3.180738209316175, 8.204957054815736, 7.0161688197667065, 10.047086521576304, 4.011795422483524, 6.481567344487132, 6.751007899493056, 5.918098071159754, 6.604196677970483, 8.298608126392104, 5.117181476570304, 5.562216237782083, 4.102456306757419, 10.446196973273059, 10.831495432816467, 3.9813620059976476, 5.682343755143062, 6.979581324909302, 5.305892550035482, 5.417322688479491, 11.949911252347396, 5.044800206682121, 8.34271567528555, 5.593313800246049, 6.941026159672555, 9.999929257513758, 9.901092921751482, 12.709785786274745, 11.129473007078305, 9.580964815756612, 8.457287488553126, 5.433005153640654, 6.951861687716338, 6.8788559516299514, 8.882104201378334, 5.7988005142521, 12.63288991759809, 8.891100188206877, 8.562132770155289, 7.084733417098084, 12.77029621603614, 12.496782803372145, 11.334271401801466, 6.490722156572424, 11.755220008231626, 10.93379682856266, 7.222009580286587, 9.873018673441969, 14.18145402589386, 8.089265482101228, 8.528547378532421, 10.519476907769995, 7.357777541890332, 9.099156740137257, 13.240971880185628, 15.345307937606488, 11.463775905401416, 10.174914935063827, 14.930441870689537, 11.586052674401374, 10.51351862503817, 15.085187497159787, 14.663410055297017, 11.477623752946332, 9.153580848710776, 14.990084305291171, 13.733892206941709, 14.938808746742573, 13.584305542147948, 11.692366837627144, 12.128995230456349, 10.645302711968228, 9.944906898825707, 16.984462135943264, 9.377649578465261, 12.061688370418302, 13.095599085839638, 13.07244405899992, 14.767480468984209, 16.612375477141526, 13.128360721533928, 15.043793322364309, 14.707342828424986, 14.221798919679406, 12.333674755907877, 17.20548629145898, 14.516289648419072, 16.014574793298234, 17.64112275256123, 11.856946555078787, 17.159969885489893, 17.24580321884428]"
369,Growth,4,"[3.088312196914676, 3.5569652076332927, 8.1189772177814, 6.819148461128049, 8.166621145818812, 7.214184790434022, 8.688890067068618, 9.474934794447815, 4.996136283850565, 4.772348899311572, 6.400383932019259, 10.033411952911365, 9.504846990393196, 6.166025081963821, 7.267708166378711, 3.2623135651636694, 9.095943412416396, 7.527988898803667, 4.932515593157401, 4.886396397878732, 4.711177831121232, 6.596466564358086, 7.2742504030291535, 5.1991234442053464, 6.370797594669825, 6.12866744329914, 8.713722138190622, 4.618507076002286, 8.980398437928216, 6.777478642770338, 9.63047753725777, 7.002292433900976, 7.733666052878997, 10.978367192560809, 7.682166664577107, 12.09528860293688, 11.482902637527182, 12.500323283735923, 7.533372291265332, 8.704442641226352, 11.750574067880681, 5.312354965508597, 7.552237282289921, 5.452719560799444, 7.64616787584646, 5.867845465118476, 11.547175475202822, 7.433014489504583, 13.463899883986105, 9.514465282636918, 11.561837747183736, 10.130947900006424, 11.583129919432205, 13.129408442241173, 9.831010080308399, 11.72204317845139, 14.0409926026116, 8.915148907846246, 8.331547200985442, 9.69078670925258, 11.536358148581142, 13.250657783712535, 10.0934270393292, 10.375073005822102, 13.012925872595131, 10.057929386611404, 13.793709505905406, 14.169878522663092, 7.836080130693407, 12.297030928759995, 13.27193068787091, 9.322476427614536, 12.619910225689779, 15.843222551390554, 15.306874858896423, 10.965013152228565, 16.003409659879285, 16.32715830846637, 8.927262886588972, 13.286594647668899, 12.159210345570953, 8.957063087999325, 13.821281842081337, 11.412479609810541, 14.562231772057071, 13.62090583351389, 16.584067869494355, 14.679469714177781, 11.683924961712385, 12.610990642833682, 11.536073105690056, 14.666684934500973, 13.983684255221842, 14.842870294828103, 17.643777270386593, 11.484449446235521, 13.711570956592396, 15.790726298338868, 10.990744794657664, 16.31099486320082, 15.164841706063008, 15.549081906364565, 14.947546932990283, 12.802251908882004]"
370,Growth,4,"[1.4899011606684658, 8.247810379482441, 6.1304630478027775, 4.534091060671408, 7.466635205869872, 5.48252196513015, 4.706155948872864, 3.5780342535926017, 6.79184107060854, 9.810242036783789, 7.127483305012402, 4.7853427139663, 5.880024594359194, 8.316205357693413, 9.0384467354615, 5.284008523751755, 10.323840800397782, 8.65606836383251, 9.8517108806143, 4.11361098362886, 3.851602179072591, 5.265764423837031, 10.182290120352516, 9.314047859983585, 3.624920020869747, 6.699243934531532, 6.515312475616873, 4.629873595801541, 7.595306843673626, 9.624521846768975, 7.913613470325156, 5.681968638268124, 7.11390760306705, 7.962080508197635, 11.689620479168584, 10.55853476655648, 5.698981265974494, 9.069270793597362, 10.566372631663244, 7.128679171131832, 5.4376413125367975, 12.291151437094328, 11.120358945150743, 5.334307163250719, 8.093385142167444, 11.057080784295191, 9.958177950840183, 12.180002591854999, 7.764629761974263, 6.131897930016278, 10.635421234523859, 13.072771946587173, 9.646007477092406, 14.12159254396173, 11.74564747472136, 8.52171813936974, 11.142587893531298, 10.082778739063695, 10.877453424718816, 7.6664054128494765, 9.961393460445485, 14.794033860369716, 8.946480298967094, 10.372771255782434, 8.336484424884771, 14.724739755781764, 10.466621141027515, 14.992911283623537, 10.952121342935941, 11.295018506700492, 13.180214055010065, 12.341450474672513, 8.548314896509511, 15.153038069282552, 14.773325583246887, 13.265381808810812, 14.458172241052337, 13.575198917300563, 8.769978598725627, 12.597529198657512, 14.24403571986327, 14.420189176643172, 10.767015663272794, 15.976299006868253, 9.92876502582615, 15.209042986983222, 10.431697449427322, 14.187602538311024, 9.67323067508598, 12.921454471385882, 16.073384785208823, 15.826371886279627, 13.89172335608602, 17.826378666927972, 13.450357701202135, 16.057275581666296, 12.423084001713407, 17.16300294302347, 16.72030564480061, 16.515531636049907, 15.80499641609967, 18.739400012980703, 11.521909777995587, 17.901081917357008]"
371,Growth,4,"[1.3934675897501867, 6.907383375144913, 1.7578218928273692, 6.928697199641452, 8.042860332547496, 7.428413208807584, 7.4601814516544085, 2.3857891026127724, 5.740433840497006, 4.667308859288392, 4.906663007567022, 5.227277781324445, 5.397910662641253, 6.536298826217508, 3.4784645594104653, 5.493469194314784, 9.901839712881081, 3.9233159755594276, 7.472173609816524, 7.266242210100797, 7.443693723071391, 8.585119689696153, 8.970780098632638, 5.65542428814555, 4.974268724071126, 10.143607967415706, 8.963160183979486, 7.804536077418597, 5.302124837607758, 7.352263453704274, 4.0396860662394225, 7.037925420022717, 11.88674448448232, 5.070978849123552, 8.154257727521806, 11.786669518288265, 10.90670127354795, 9.61421564345456, 7.603106712701679, 11.774985354541018, 6.305831710069633, 11.348406265911203, 6.930732302783923, 9.331630282861395, 12.16966504642815, 8.562983094084096, 11.989206588649855, 11.34696394887063, 9.663704153260463, 12.822676560047354, 11.125044246633916, 7.243684388131317, 7.157496100782536, 13.572461018039068, 9.52472137301548, 13.8530860213853, 13.385158334003851, 6.8200737307874615, 10.964750691109238, 13.440967432393125, 9.927401799224118, 12.717924750279723, 10.216871989048705, 9.05673529850462, 8.972792130147145, 9.591078583876925, 13.951054320166465, 8.655195112803447, 9.837099099463458, 8.426492260081147, 9.720842944581742, 10.668815192247171, 8.092516575539797, 11.933220332952196, 15.433785262489767, 10.565601610123558, 15.462767681796812, 13.67494891968883, 11.173033482274894, 16.589545181617957, 16.710246507586504, 10.052711778820123, 9.85506815142572, 10.79281074151825, 14.196772905077456, 10.277786240139239, 15.6008530759824, 10.55072817838847, 17.186204479323138, 10.879965987343539, 12.943684602770572, 15.085212690235334, 10.165328574345459, 16.95915486645254, 13.090830283894652, 14.756484614901737, 17.337300297021535, 12.40523283635164, 17.201086059769104, 17.152206716508715, 11.572060375667808, 10.870989111337893, 13.255821103404307, 11.350652979320943]"
372,Growth,4,"[5.454363333439008, 3.494100537140052, 7.250798919504087, 5.4850717265420945, 3.72016843510141, 1.8612396040795467, 8.76463471024701, 3.71025089724551, 8.789112230294343, 6.6400411283519425, 8.375642423496174, 4.848714744690608, 2.7624806692447734, 7.305147166181096, 7.01822290706583, 5.727373941470663, 10.089738703653332, 7.778087270127081, 5.1055828565417904, 5.77882413191913, 8.067558414940274, 4.902135559650733, 5.735863055282742, 11.067320387023408, 9.364095526864894, 7.93627942988496, 4.972764696120977, 5.730182111372233, 10.276169375889989, 4.705599260206722, 11.078326434553608, 9.904015228539695, 5.427720868493191, 8.890604809486334, 7.590238331035577, 10.673342241143596, 8.888734384633386, 10.39823657408035, 12.548207458174826, 6.877522497481907, 7.1435932867999625, 8.858512645222328, 10.72267641011149, 8.341033000620572, 6.177045360349867, 8.826850467222537, 6.612449446651743, 5.942387045564322, 13.282730854428154, 9.139978702885157, 11.556263067898456, 8.248417514505473, 11.764487681823606, 13.904343921222099, 10.229694051818507, 7.845031304638589, 9.19982439116549, 6.7142932099343735, 9.262771864693564, 10.530097185264644, 10.283742779028037, 10.843310943615402, 11.39603829714905, 14.715321433911196, 9.003995956983935, 9.99654528951886, 9.320715124122898, 9.45539591443705, 9.274645280165762, 8.505749044135293, 11.604308799243698, 8.276767227140324, 10.784867723982309, 8.346168236583791, 9.418587567196173, 10.73204695189653, 9.189599645539992, 10.713256371916305, 11.006861232412692, 9.464952952946074, 15.57501377752377, 11.335044913455416, 14.371570635142088, 11.250411023054383, 13.585163153732951, 16.960470278986396, 17.050403720837416, 14.688071342610217, 15.158292652515204, 13.29844794436305, 17.15892461072768, 10.025268672330636, 17.87801042947261, 17.065600958425826, 12.009096031821265, 16.9937878802873, 15.937050174817248, 12.692964721834146, 16.248889500761273, 11.524634682862095, 10.818944940486, 16.223603213505086, 16.888577810163955, 12.331139916723949]"
373,Growth,4,"[3.446790969971059, 2.8634104307757147, 6.135722372755776, 1.5120939712388202, 6.1334953376494195, 7.681219752233028, 9.002168734634145, 2.943866886105768, 7.992344380584444, 4.0396320702475155, 9.8603076845204, 6.052448115202059, 3.0915040612351277, 9.933720539501113, 7.589857732241416, 8.335759315024813, 6.435102388439618, 9.707561462237866, 8.231614702318758, 4.962362481417664, 9.49054577686899, 7.331954198421346, 4.45566770876097, 11.055420700233741, 5.599557612984436, 9.671838434065332, 7.520234829474648, 7.00654516528113, 11.633946550365618, 6.3177484337971945, 6.675140845040682, 8.267157838726641, 11.744301734136622, 9.014301404889526, 12.009020873190728, 9.810430053102245, 11.840694064602795, 8.13315141320487, 5.171707606199172, 12.419520017429763, 6.979677821789027, 11.748778555240186, 12.001968287398292, 12.703577142744402, 10.789292128979094, 5.840160750166152, 12.786551620068979, 13.329674633069628, 8.288971640332978, 13.473322907335534, 7.988176613674012, 10.645194569636317, 6.857664787418161, 11.122982571854733, 6.467834558469635, 7.802534501238039, 11.088180204438704, 7.920203236276656, 13.587562169878433, 6.806956205850417, 14.202168004634416, 7.333505988202425, 9.141541440652622, 14.815401671481434, 14.086139869181036, 10.619073253525011, 11.33571008831797, 11.67535384048484, 10.027388328745829, 13.29991539276214, 9.60171514809432, 15.796292740533497, 12.467025453026434, 10.681696921472723, 8.754120888328073, 12.540708323198718, 13.081428035126159, 10.822483133008202, 13.163715361819257, 8.894677949359075, 9.987271202138164, 11.580896566847683, 16.44528679460602, 16.642560467498058, 15.49163341528482, 16.67599100808726, 13.282506138369907, 13.149232651212957, 12.30748894505287, 11.027840966994189, 14.915486080385461, 16.050538680441697, 10.0906753748271, 13.820426633705774, 16.215203659280178, 13.452881817981256, 13.58824076434707, 10.975841832606902, 11.943279345577457, 14.703427323391862, 16.033335228138107, 13.498682666982027, 16.201382675159046, 14.65686596806777]"
374,Growth,4,"[6.282469092131504, 3.251758736535714, 3.101252486257792, 4.186916984769506, 5.990769641540112, 6.5583860169125145, 3.5485741376250015, 5.780800940937041, 6.265052657308108, 7.711382631617088, 5.575148805127905, 10.102310246618465, 5.920933979042033, 8.913368945525217, 8.145830759709087, 9.831238301823083, 8.7153203185728, 7.80511844804921, 4.2913372529486065, 8.810891406270136, 6.796865470068225, 4.423644073021568, 10.897535188859006, 9.377161972454712, 8.697626062232327, 8.728823390599327, 9.707435367714073, 5.865406519128811, 6.460643038235689, 11.57840160847568, 6.028588714500586, 5.120312527364405, 5.946159544006504, 5.580312546976019, 5.812568060875428, 7.452828956199486, 7.378175074088189, 7.3059605005101975, 7.262653847634521, 7.034694179151424, 8.002186675481262, 11.11822848188793, 8.48171729902516, 10.612691256497705, 7.171474070155412, 12.99146627807429, 12.212107377502186, 13.143839210933749, 11.533812519994017, 11.085585291395276, 10.843476356188427, 12.501764946239879, 6.662365041117262, 7.621633764992197, 12.55472133825443, 14.33417609058586, 12.316756942985718, 8.850097748306556, 10.533951150227596, 10.72417495842578, 10.96243296732677, 7.760066600206715, 13.478036659057697, 7.3040768382654875, 13.87513798525163, 14.759069190190804, 12.992811481325425, 9.06363600255428, 10.53638127141088, 8.189434691842644, 9.867644530759856, 10.52702481871504, 15.298163153464388, 11.80710274352613, 8.321375611862297, 11.697202870106231, 10.303338427765848, 11.172296104595464, 14.822803169743764, 12.638069584523407, 11.184311275748735, 16.257418284078703, 16.589603040719, 16.67436692990357, 10.482498196343663, 13.182431472785519, 13.068271014897878, 17.26720448319569, 16.07531566290697, 16.242139707689596, 14.757530164855137, 11.56262189256011, 10.013284580388921, 13.767661342388834, 14.934130267745742, 15.488343579221187, 16.642485531030513, 16.872175547544586, 14.468960081929895, 14.220924070954274, 11.70825680471149, 13.708495439579293, 11.346586301803006, 11.670346628619328]"
